Item name,SKU,Category,Items sold,Gross sales,Items refunded,Refunds,Discounts,Net sales,Cost of goods,Gross profit,Margin,Taxes
256GB M.2 NVME SSD R900 RAMSTA (DISCOUNT),10594,Ssd & storage,312.000,371396.00,2.000,2484.00,1568.53,367343.47,279472.86,87870.61,23.92%,3071.08
256GB M.2 NVME SSD R900 RAMSTA (WS),10595,Ssd & storage,33.000,42400.00,0.000,0.00,0.00,42400.00,31657.23,10742.77,25.34%,0.00
256GB M.2 SSD SILICON POWER (DISCOUNT),10889,Ssd & storage,1.000,2299.00,0.000,0.00,0.00,2299.00,0.00,2299.00,100.00%,0.00
256GB M.2 SSD SILICON POWER (WS),10902,Ssd & storage,1.000,2450.00,0.000,0.00,0.00,2450.00,0.00,2450.00,100.00%,0.00
256GB SSD RAMSTA (RJB451403SA01401),10852,Ssd & storage,1.000,1280.00,0.000,0.00,0.00,1280.00,959.00,321.00,25.08%,0.00
256GB SSD RAMSTA (RLR491302SA04420),11301,Ssd & storage,1.000,1280.00,0.000,0.00,0.00,1280.00,0.00,1280.00,100.00%,0.00
256GB SSD RAMSTA (RLR4A2302SA05166),11307,Ssd & storage,1.000,1280.00,0.000,0.00,0.00,1280.00,0.00,1280.00,100.00%,0.00
256GB SSD RAMSTA (RLR4A2302SA05193),11287,Ssd & storage,1.000,1280.00,0.000,0.00,0.00,1280.00,0.00,1280.00,100.00%,0.00
256GB SSD RAMSTA (RLR4A2302SA05198),11293,Ssd & storage,1.000,1270.00,0.000,0.00,0.00,1270.00,0.00,1270.00,100.00%,0.00
256GB SSD RAMSTA (RLR4A2302SA05199),11286,Ssd & storage,1.000,1280.00,0.000,0.00,0.00,1280.00,0.00,1280.00,100.00%,0.00
256GB SSD RAMSTA (RLR4A2502SA00501),11289,Ssd & storage,3.000,3560.00,0.000,0.00,0.00,3560.00,0.00,3560.00,100.00%,0.00
256GB SSD RAMSTA (RLR4A2502SA00502),11290,Ssd & storage,3.000,3560.00,0.000,0.00,0.00,3560.00,0.00,3560.00,100.00%,0.00
256GB SSD RAMSTA (RLR4A2502SA00503),11291,Ssd & storage,3.000,3560.00,0.000,0.00,0.00,3560.00,0.00,3560.00,100.00%,0.00
256GB SSD RAMSTA (RLR4A2502SA00507),11531,Ssd & storage,1.000,1280.00,0.000,0.00,0.00,1280.00,0.00,1280.00,100.00%,0.00
256GB SSD RAMSTA (RLR4A2502SA00512),11374,Ssd & storage,4.000,5160.75,0.000,0.00,0.00,5160.75,0.00,5160.75,100.00%,0.00
256GB SSD RAMSTA (RLR4A2502SA00516),11294,Ssd & storage,3.000,3830.00,0.000,0.00,0.00,3830.00,0.00,3830.00,100.00%,0.00
256GB SSD RAMSTA (RLR4A2502SA00519),11295,Ssd & storage,3.000,3840.00,0.000,0.00,0.00,3840.00,0.00,3840.00,100.00%,0.00
256GB SSD RAMSTA (RLR4A2502SA00524),10848,Ssd & storage,4.000,5120.00,0.000,0.00,0.00,5120.00,3836.00,1284.00,25.08%,0.00
256GB SSD RAMSTA (RLR4A2502SA00526),11292,Ssd & storage,3.000,3480.00,0.000,0.00,0.00,3480.00,0.00,3480.00,100.00%,0.00
256GB SSD RAMSTA (RYW481302SA04767),10849,Ssd & storage,2.000,2560.00,0.000,0.00,0.00,2560.00,1918.00,642.00,25.08%,0.00
256GB SSD RAMSTA (RYW481302SA04768),11375,Ssd & storage,1.000,1410.75,0.000,0.00,0.00,1410.75,0.00,1410.75,100.00%,0.00
256GB SSD RAMSTA (RYW481302SA04783),11478,Ssd & storage,2.000,2550.00,0.000,0.00,0.00,2550.00,0.00,2550.00,100.00%,0.00
256GB SSD RAMSTA (RYW481302SA04786),11530,Ssd & storage,1.000,1280.00,0.000,0.00,0.00,1280.00,0.00,1280.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022501A02005),11284,Ssd & storage,5.000,6580.00,0.000,0.00,0.00,6580.00,0.00,6580.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022501A02025),10851,Ssd & storage,4.000,5120.00,0.000,0.00,0.00,5120.00,3836.00,1284.00,25.08%,0.00
256GB SSD RAMSTA (RZZ5022601A00074),11305,Ssd & storage,4.000,5090.00,0.000,0.00,0.00,5090.00,0.00,5090.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00076),11383,Ssd & storage,4.000,5090.00,0.000,0.00,0.00,5090.00,0.00,5090.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00077),11304,Ssd & storage,4.000,5090.00,0.000,0.00,0.00,5090.00,0.00,5090.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00078),11445,Ssd & storage,3.000,3840.00,0.000,0.00,0.00,3840.00,0.00,3840.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00081),11303,Ssd & storage,4.000,5110.00,0.000,0.00,0.00,5110.00,0.00,5110.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00083),11381,Ssd & storage,3.000,3823.00,0.000,0.00,0.00,3823.00,0.00,3823.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00085),11288,Ssd & storage,5.000,6030.00,0.000,0.00,0.00,6030.00,0.00,6030.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00090),11532,Ssd & storage,3.000,4040.00,0.000,0.00,0.00,4040.00,0.00,4040.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00092),11302,Ssd & storage,4.000,5110.00,0.000,0.00,0.00,5110.00,0.00,5110.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00093),10853,Ssd & storage,6.000,8241.00,0.000,0.00,0.00,8241.00,5754.00,2487.00,30.18%,0.00
256GB SSD RAMSTA (RZZ5022601A00122),10846,Ssd & storage,6.000,7680.00,0.000,0.00,0.00,7680.00,5754.00,1926.00,25.08%,0.00
256GB SSD RAMSTA (RZZ5022601A00127),11444,Ssd & storage,3.000,3840.00,0.000,0.00,0.00,3840.00,0.00,3840.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00229),11433,Ssd & storage,3.000,3810.00,0.000,0.00,0.00,3810.00,0.00,3810.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00257),11299,Ssd & storage,3.000,3840.00,0.000,0.00,0.00,3840.00,0.00,3840.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00265),11296,Ssd & storage,4.000,5620.00,0.000,0.00,0.00,5620.00,0.00,5620.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00280),11382,Ssd & storage,4.000,5073.00,0.000,0.00,0.00,5073.00,0.00,5073.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00283),11306,Ssd & storage,4.000,5120.00,0.000,0.00,0.00,5120.00,0.00,5120.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00288),11298,Ssd & storage,4.000,4940.00,0.000,0.00,0.00,4940.00,0.00,4940.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00316),11533,Ssd & storage,3.000,3830.00,0.000,0.00,0.00,3830.00,0.00,3830.00,100.00%,0.00
256GB SSD RAMSTA (RZZ5022601A00823),10850,Ssd & storage,5.000,6370.00,0.000,0.00,0.00,6370.00,4795.00,1575.00,24.73%,0.00
256GB SSD RAMSTA (WS),10029,Ssd & storage,1.000,1611.00,0.000,0.00,0.00,1611.00,0.00,1611.00,100.00%,0.00
256GB SSD TEAM ELITE,10478,Ssd & storage,1.000,1280.00,0.000,0.00,0.00,1280.00,0.00,1280.00,100.00%,0.00
27 ES27G1PRO nvision fhd 180hz curved rgb backlight,10402,Monitors & TV,1.000,9700.00,0.000,0.00,0.00,9700.00,6490.83,3209.17,33.08%,0.00
27 inch 165hz gaming nvision curve premium pink & silver,10100,Monitors & TV,2.000,14900.00,0.000,0.00,148.00,14752.00,13850.00,902.00,6.11%,0.00
27 inches Lenovo frameless  kenwell,10571,composite items,1.000,6523.00,0.000,0.00,0.00,6523.00,2500.00,4023.00,61.67%,0.00
"27 INCHES VG27VQ3B ASUS 180HZ CURVE TUF GAMING MONITOR, ASUS",10297,Monitors & TV,1.000,10899.00,0.000,0.00,0.00,10899.00,8500.00,2399.00,22.01%,0.00
27 led ips n2755 nvision,10153,Monitors & TV,1.000,5100.00,0.000,0.00,100.00,5000.00,4500.00,500.00,10.00%,0.00
2nd hand casing (chopsuy),10762,No category,2.000,500.00,0.000,0.00,0.00,500.00,0.00,500.00,100.00%,0.00
2tb hdd toshiba 3.5 surveillance s300,10414,Ssd & storage,2.000,9398.00,0.000,0.00,0.00,9398.00,6434.62,2963.38,31.53%,0.00
2tb skyhawk/seagate surveillance hdd used (discount),11811,Ssd & storage,4.000,9897.00,0.000,0.00,0.00,9897.00,3600.00,6297.00,63.63%,0.00
2tb skyhawk/seagate surveillance hdd used (ws),11812,Ssd & storage,1.000,2450.00,0.000,0.00,0.00,2450.00,1200.00,1250.00,51.02%,0.00
32 inches smart tv led android 12 (discount),10597,best seller,99.000,545562.00,2.000,10210.00,20381.40,514970.60,451651.32,63319.28,12.30%,7498.96
32 inches smart tv led android 12 (wholesale),10598,best seller,70.000,392700.00,0.000,0.00,57.00,392643.00,336159.48,56483.52,14.39%,57.43
32GB (16GBX2) RAMSTA SNAIL RGB 3200MHZ (32GB),11751,Ram,1.000,9500.00,0.000,0.00,0.00,9500.00,0.00,9500.00,100.00%,0.00
32GB (16GBX2) RAMSTA SNAIL RGB 3200MHZ (discount),10637,Ram,1.000,3100.00,0.000,0.00,0.00,3100.00,2500.00,600.00,19.35%,0.00
32GB (16GBX2) RAMSTA SNAIL RGB 3200MHZ (discount),10637,Ram,4.000,15200.00,0.000,0.00,0.00,15200.00,10000.00,5200.00,34.21%,0.00
32GB (16GBX2) RAMSTA SNAIL RGB 3200MHZ (ws),10638,Ram,2.000,7050.00,0.000,0.00,0.00,7050.00,5000.00,2050.00,29.08%,0.00
32gb hkc nine tales sd card original,10672,Vendo & pisonet parts Accessories,9.000,2430.00,0.000,0.00,0.00,2430.00,1284.88,1145.12,47.12%,0.00
35k Ryzen 5 5600g build video editing,10523,composite items,1.000,35000.00,0.000,0.00,0.00,35000.00,24492.43,10507.57,30.02%,0.00
400 watts psu surplus 7d warranty,10288,best seller,13.000,8562.00,0.000,0.00,13.98,8548.02,6500.00,2048.02,23.96%,0.00
480gb ssd etopso,10272,Ssd & storage,1.000,1500.00,0.000,0.00,0.00,1500.00,1350.00,150.00,10.00%,0.00
4gb ddr3 kingston 1366 mhz 7d warranty used,10331,Ram,8.000,3404.00,0.000,0.00,42.90,3361.10,2000.00,1361.10,40.50%,89.67
4gb ddr3 kingston 1600 mhz 7d warranty bnew,10332,Ram,7.000,2750.00,0.000,0.00,0.00,2750.00,2030.00,720.00,26.18%,0.00
4gb ddr3 kingston 2nd hand,10067,Ram,14.000,4880.00,0.000,0.00,7.00,4873.00,3500.00,1373.00,28.18%,0.00
4gb ddr4 2666mhz skihotar,10547,Ram,14.000,10206.00,0.000,0.00,0.00,10206.00,7372.12,2833.88,27.77%,0.00
4gb kingston ddr4,10293,service unit / pisonet maintenance,1.000,1.00,0.000,0.00,0.00,1.00,1.00,0.00,0.00%,0.00
4GB RAM DDR3 ASSORTED (DISCOUNT),10234,Ram,1.000,750.00,0.000,0.00,0.00,750.00,0.00,750.00,100.00%,0.00
4gb ram ddr4 2666mhz used,10471,composite items,4.000,2400.00,0.000,0.00,0.00,2400.00,1600.00,800.00,33.33%,0.00
4gb ram ddr4 ramsta 2666mhz,10135,Ram,36.000,28658.00,0.000,0.00,127.61,28530.39,23400.00,5130.39,17.98%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (DISCOUNT),10028,Ram,2.000,1928.00,0.000,0.00,0.00,1928.00,0.00,1928.00,100.00%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0012),10889,Ram,2.000,1929.00,0.000,0.00,0.00,1929.00,1053.16,875.84,45.40%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0020),10898,Ram,1.000,729.00,0.000,0.00,0.00,729.00,526.58,202.42,27.77%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0021),10893,Ram,1.000,729.00,0.000,0.00,0.00,729.00,526.58,202.42,27.77%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0031),10897,Ram,1.000,729.00,0.000,0.00,0.00,729.00,526.58,202.42,27.77%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0035),10892,Ram,1.000,729.00,0.000,0.00,0.00,729.00,526.58,202.42,27.77%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0048),10900,Ram,1.000,850.00,0.000,0.00,0.00,850.00,526.58,323.42,38.05%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0297),10899,Ram,1.000,729.00,0.000,0.00,0.00,729.00,526.58,202.42,27.77%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0305),10890,Ram,1.000,729.00,0.000,0.00,0.00,729.00,526.58,202.42,27.77%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0308),10891,Ram,1.000,729.00,0.000,0.00,0.00,729.00,526.58,202.42,27.77%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0311),10896,Ram,1.000,1117.00,0.000,0.00,0.00,1117.00,526.58,590.42,52.86%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0321),10902,Ram,1.000,950.00,0.000,0.00,0.00,950.00,526.58,423.42,44.57%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0322),10887,Ram,1.000,729.00,0.000,0.00,0.00,729.00,526.58,202.42,27.77%,0.00
4GB SKIHOTAR RAM DDR4 2666MHZ (SKMJD233081Z0334),10895,Ram,2.000,1929.00,0.000,0.00,0.00,1929.00,1053.16,875.84,45.40%,0.00
4TB HDD STORAGE (DISCOUNT),10970,Ssd & storage,1.000,4500.00,0.000,0.00,0.00,4500.00,0.00,4500.00,100.00%,0.00
4tb skyhawk/barracuda/wd seagate,10095,Ssd & storage,3.000,18000.00,0.000,0.00,0.00,18000.00,6600.00,11400.00,63.33%,0.00
5 ports non giga Ruijie RG-ES05 Switch Hub,10043,Network Accessories,9.000,4050.00,0.000,0.00,9.00,4041.00,2480.00,1561.00,38.63%,0.00
5 ports tenda gigabit sg105 (discount),10213,best seller,21.000,13585.00,0.000,0.00,69.90,13515.10,10169.20,3345.90,24.76%,120.74
5 ports tenda gigabit sg105 (ws),11110,best seller,2.000,1746.00,0.000,0.00,0.00,1746.00,845.84,900.16,51.56%,0.00
500 watts tru rated (MIX),10296,best seller,38.000,29038.00,1.000,899.00,0.00,28139.00,21275.00,6864.00,24.39%,0.00
500gb hdd seagate 3days warranty (discount),10024,No category,2.000,1199.00,0.000,0.00,59.90,1139.10,800.00,339.10,29.77%,49.01
500gb hdd seagate 3days warranty (ws),10148,No category,4.000,2120.00,0.000,0.00,0.00,2120.00,1008.00,1112.00,52.45%,0.00
500GB WD HDD STORAGE NEW (DISCOUNT),10024,Big Letter,33.000,20839.00,2.000,1199.00,108.25,19531.75,11910.00,7621.75,39.02%,0.00
500GB WD HDD STORAGE NEW (WS),10148,Big Letter,1.000,550.00,0.000,0.00,0.00,550.00,300.00,250.00,45.45%,0.00
512GB M.2 2280 SSD SATA RAMSTA (DISCOUNT),10453,Ssd & storage,2.000,5798.00,0.000,0.00,385.87,5412.13,4300.00,1112.13,20.55%,320.30
512GB M.2 NVME 4.0 FN960 SSD FIKWOT (DISCOUNT),10887,Ssd & storage,2.000,7800.00,0.000,0.00,0.00,7800.00,0.00,7800.00,100.00%,0.00
512GB M.2 SSD RAMSTA,12221,No category,2.000,4900.00,0.000,0.00,0.00,4900.00,0.00,4900.00,100.00%,0.00
512GB M.2 SSD SILICONPOWER (DISCOUNT),10087,Ssd & storage,2.000,7300.00,0.000,0.00,0.00,7300.00,0.00,7300.00,100.00%,0.00
512GB SSD ESGAMING (1F241113130205),11805,Ssd & storage,1.000,2500.00,0.000,0.00,0.00,2500.00,0.00,2500.00,100.00%,0.00
512GB SSD KINGFAST (DISCOUNT),10304,Ssd & storage,1.000,4300.00,0.000,0.00,0.00,4300.00,0.00,4300.00,100.00%,0.00
512GB SSD KINGFAST (RJB422609SA00334),10546,Ssd & storage,1.000,2500.00,0.000,0.00,0.00,2500.00,1904.34,595.66,23.83%,0.00
512GB SSD RAMSTA (RLR4A2303SA00687),10304,Ssd & storage,66.000,132504.00,0.000,0.00,858.61,131645.39,101237.08,30408.31,23.10%,591.96
512GB SSD RAMSTA (RLR4A2303SA00688),11249,Ssd & storage,2.000,5400.00,0.000,0.00,0.00,5400.00,0.00,5400.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B00207),11255,Ssd & storage,2.000,5200.00,0.000,0.00,0.00,5200.00,0.00,5200.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B00233),11257,Ssd & storage,2.000,5200.00,0.000,0.00,0.00,5200.00,0.00,5200.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B00236),11265,Ssd & storage,1.000,2700.00,0.000,0.00,0.00,2700.00,0.00,2700.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B00239),11266,Ssd & storage,1.000,2700.00,0.000,0.00,0.00,2700.00,0.00,2700.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B00402),11253,Ssd & storage,2.000,5100.00,0.000,0.00,0.00,5100.00,0.00,5100.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B00512),11252,Ssd & storage,2.000,5200.00,0.000,0.00,0.00,5200.00,0.00,5200.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B01042),11261,Ssd & storage,1.000,2300.00,0.000,0.00,0.00,2300.00,0.00,2300.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B01150),11260,Ssd & storage,1.000,2700.00,0.000,0.00,0.00,2700.00,0.00,2700.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B01158),11263,Ssd & storage,1.000,2774.00,0.000,0.00,0.00,2774.00,0.00,2774.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B01162),11256,Ssd & storage,2.000,5200.00,0.000,0.00,0.00,5200.00,0.00,5200.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B01167),11259,Ssd & storage,1.000,2700.00,0.000,0.00,0.00,2700.00,0.00,2700.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B01171),11264,Ssd & storage,1.000,2774.00,0.000,0.00,0.00,2774.00,0.00,2774.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B01175),11250,Ssd & storage,3.000,7700.00,0.000,0.00,0.00,7700.00,0.00,7700.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B01180),11258,Ssd & storage,2.000,5200.00,0.000,0.00,0.00,5200.00,0.00,5200.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B01599),11262,Ssd & storage,1.000,2700.00,0.000,0.00,0.00,2700.00,0.00,2700.00,100.00%,0.00
512GB SSD RAMSTA (RZZ5052801B01604),11251,Ssd & storage,2.000,5200.00,0.000,0.00,0.00,5200.00,0.00,5200.00,100.00%,0.00
512GB SSD RAMSTA (Ws),10456,Ssd & storage,7.000,15500.00,0.000,0.00,23.64,15476.36,12171.04,3305.32,21.36%,19.76
550 watts ramsta modular,10062,"Power supply, AVR & UPS",8.000,10798.00,0.000,0.00,199.29,10598.71,8050.00,2548.71,24.05%,233.18
600 watts assorted surplus 7d warranty,10262,"Power supply, AVR & UPS",1.000,950.00,0.000,0.00,0.00,950.00,650.00,300.00,31.58%,0.00
650 watts 80+ Ramsta modular psu (discount),10283,No category,14.000,26814.00,0.000,0.00,408.49,26405.51,19634.08,6771.43,25.64%,234.85
650 watts 80+ Ramsta modular psu (discount),10283,No category,3.000,5700.00,0.000,0.00,0.00,5700.00,4217.04,1482.96,26.02%,0.00
650 watts 80+ Ramsta modular psu (ws),10321,No category,3.000,6000.00,0.000,0.00,0.00,6000.00,4217.04,1782.96,29.72%,0.00
6A Electrical Wire Connector Self Locking Clip,11410,Cables & wirings,8.000,40.00,0.000,0.00,0.00,40.00,0.00,40.00,100.00%,0.00
750 watts ramsta modular 80+ bronze,10031,"Power supply, AVR & UPS",3.000,6060.00,0.000,0.00,0.00,6060.00,5190.00,870.00,14.36%,0.00
8 channels hdcvi dvr,10576,CCTV & camera,1.000,3500.00,0.000,0.00,0.00,3500.00,3000.00,500.00,14.29%,0.00
8 port ruijie non giga rg - es08,10139,Network Accessories,9.000,4500.00,0.000,0.00,50.00,4450.00,3510.00,940.00,21.12%,0.00
8 PORTS SWITCH HUB TENDA 1000MBPS (DISCOUNT),11704,Network Accessories,68.000,68423.00,1.000,999.00,231.00,67193.00,44040.25,23152.75,34.46%,226.38
8 PORTS SWITCH HUB TENDA 1000MBPS (WS),11710,Network Accessories,1.000,950.00,0.000,0.00,0.00,950.00,709.71,240.29,25.29%,0.00
8 PORTS SWITCH HUB TENDA 100MBPS (DISCOUNT),10299,Network Accessories,8.000,4240.00,0.000,0.00,0.00,4240.00,2301.68,1938.32,45.72%,0.00
8 PORTS SWITCH HUB TENDA 100MBPS (discount),10299,Network Accessories,6.000,2940.00,0.000,0.00,19.60,2920.40,2220.00,700.40,23.98%,0.00
8 PORTS SWITCH HUB TENDA 100MBPS (ws),10686,Network Accessories,2.000,1000.00,0.000,0.00,0.00,1000.00,576.00,424.00,42.40%,0.00
8GB 3200MHZ KINGSTON SODIMM RAM (DISCOUNT),10242,Ram,2.000,6100.00,0.000,0.00,0.00,6100.00,0.00,6100.00,100.00%,0.00
8GB 3200MHZ TEAM ELITE SODIMM (DISCOUNT),10900,Ram,8.000,6000.00,0.000,0.00,4.97,5995.03,3200.00,2795.03,46.62%,0.00
8gb ddr3 1600 generic,10267,Ram,4.000,2800.00,0.000,0.00,0.00,2800.00,1600.00,1200.00,42.86%,0.00
8gb ddr3 1600mhz txrui (discount),10118,Ram,7.000,4420.00,1.000,690.00,0.00,3730.00,2760.00,970.00,26.01%,0.00
8gb ddr3 1600mhz txrui (discount),10118,Ram,50.000,34500.00,0.000,0.00,0.00,34500.00,23000.00,11500.00,33.33%,0.00
8gb ddr3 1600mhz txrui (ws),10124,Ram,16.000,9538.00,0.000,0.00,0.00,9538.00,7360.00,2178.00,22.83%,44.91
8gb ddr3 samsung 3days warranty 1666 /1333 mhz,10500,best seller,11.000,8771.00,0.000,0.00,0.00,8771.00,4668.40,4102.60,46.77%,0.00
8gb ddr4 ram 3200mhz delta RGB T-Force,10174,Ram,2.000,6000.00,0.000,0.00,0.00,6000.00,3200.00,2800.00,46.67%,0.00
8gb kingston hyper fury 2666 mhz,10264,Ram,5.000,7698.00,0.000,0.00,0.00,7698.00,5000.00,2698.00,35.05%,0.00
8GB NATZ GAMING RAM 2666HZ (DISCOUNT),10989,Ram,4.000,8648.00,0.000,0.00,0.00,8648.00,0.00,8648.00,100.00%,0.00
8gb ram crucial 2666 mhz new,10427,Ram,1.000,1499.00,0.000,0.00,0.00,1499.00,1000.00,499.00,33.29%,0.00
8gb ram ddr3 1600 mhz hynix brandnew 15 days warranty,10302,Ram,10.000,6990.00,0.000,0.00,69.90,6920.10,4800.00,2120.10,30.64%,69.20
8gb ram ddr4 2666 mhz ramsta / skihotar,10066,composite items,24.000,27200.00,1.000,1100.00,0.00,26100.00,20600.00,5500.00,21.07%,0.00
8gb ram ddr4 2666 mhz skihotar (discount),10589,Ram,6.000,7794.00,0.000,0.00,0.00,7794.00,5768.82,2025.18,25.98%,0.00
8gb ram ddr4 2666 mhz skihotar (wholesale),10044,Ram,65.000,79291.00,2.000,2398.00,1036.23,75856.77,55646.26,20210.51,26.64%,1977.99
8gb ram ddr4 2666 mhz skihotar (wholesale),10044,Ram,1.000,1200.00,0.000,0.00,0.00,1200.00,961.47,238.53,19.88%,0.00
